lesson_month,role_category,role_subcategory,headcount_registered,headcount_active,headcount_with_lead,headcount_sample_ge30,shift_registered,shift_registered_past,shift_registered_future,shift_confirmed,shift_attended,shift_attended_planner_role,shift_attended_with_lead,shift_min_guarantee,shift_jiai_cancel,shift_absent,shift_unresolved_past,shift_priority_attended,participants_all,participants_lead,dup_participant_rows_removed,lead_1on1,lead_gc,assist_gc,lounge,same_day_gross_lead,later_gross_lead,gross_lead,coolingoff_lead,valid_lead,same_day_valid_lead,later_valid_lead,trial_membership_lead,gross_assist,valid_assist,coolingoff_assist,gross_all,valid_all,coolingoff_all,weighted_valid,weighted_vcv,vcv_sum_lead,shift_fee_yen,shift_fee_planner_base_yen,shift_fee_leader_facil_support_yen,shift_fee_min_guarantee_yen,incentive_yen_payable_ref,incentive_yen_paid,incentive_yen_paid_lead,incentive_yen_paid_assist,entrance_fee_valid_lead,plan_amount_valid_lead,first_month_revenue_valid_lead,lead_subsidy_target,lead_valid_subsidy_target,lead_difficulty_4_5_6,lead_valid_difficulty_4_5_6,lead_utm_other,lead_valid_utm_other,valid_rate_n,valid_rate_min,valid_rate_p25,valid_rate_median,valid_rate_p75,valid_rate_max,shifts_n,shifts_min,shifts_p25,shifts_median,shifts_p75,shifts_max,valid_cnt_n,valid_cnt_min,valid_cnt_p25,valid_cnt_median,valid_cnt_p75,valid_cnt_max,valid_per_lead_shift_n,valid_per_lead_shift_min,valid_per_lead_shift_p25,valid_per_lead_shift_median,valid_per_lead_shift_p75,valid_per_lead_shift_max,reward_n,reward_min,reward_p25,reward_median,reward_p75,reward_max,participants_lead_n,participants_lead_min,participants_lead_p25,participants_lead_median,participants_lead_p75,participants_lead_max,coolingoff_rate_n,coolingoff_rate_min,coolingoff_rate_p25,coolingoff_rate_median,coolingoff_rate_p75,coolingoff_rate_max,same_day_rate_lead,gross_rate_lead,coolingoff_rate_lead,valid_rate_lead,valid_rate_all,cancel_rate_shift,jiai_rate_shift,total_reward_yen,valid_per_shift_all,valid_per_lead_shift,valid_per_100_lead_shift,participants_per_lead_shift,reward_per_valid_yen,valid_per_reward_1man_yen,first_month_revenue_per_reward,entrance_fee_per_reward,weighted_vcv_achievement,subsidy_valid_rate_lead,difficulty456_valid_rate_lead,utm_other_valid_rate_lead,shifts_per_active_planner,valid_per_active_planner,reward_per_active_planner
2026-05,その他,その他_other,15,15,14,0,98.0,98.0,0.0,98.0,73.0,50.0,52.0,1.0,0.0,0.0,24.0,29.0,62.0,62.0,5.0,62.0,0.0,0.0,0.0,19.0,5.0,24.0,3.0,21.0,16.0,5.0,0.0,0.0,0.0,0.0,24.0,21.0,3.0,21.0,19.275024120143442,19.275024120143442,0.0,0.0,0.0,0.0,80700.0,0.0,0.0,0.0,3024280.0,4216000.0,7240280.0,33.0,13.0,52.0,17.0,54.0,21.0,14,0.0,0.0,0.2153846153846154,0.4903846153846154,1.0,14,1.0,2.25,3.5,5.0,18.0,14,0.0,0.0,1.0,2.75,6.0,14,0.0,0.0,0.29166666666666663,0.5,1.0,14,0.0,0.0,0.0,0.0,0.0,14,1.0,2.25,3.0,4.75,13.0,8,0.0,0.0,0.0,0.0625,0.25,0.3064516129032258,0.3870967741935484,0.125,0.3387096774193548,0.3387096774193548,0.0,0.0,0.0,0.2876712328767123,0.40384615384615385,40.38461538461539,1.1923076923076923,0.0,,,,1.0894928000662716,0.3939393939393939,0.3269230769230769,0.3888888888888889,4.866666666666666,1.4,0.0
2026-05,その他,その他_社員等(メタなし/未設定),2,2,0,0,31.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,15.5,0.0,0.0
2026-06,CP,CP,77,77,77,1,1534.0,1534.0,0.0,1521.0,1324.0,1031.0,823.0,166.0,13.0,5.0,26.0,540.0,1134.0,828.0,155.0,701.0,127.0,102.0,201.0,253.0,28.0,281.0,57.0,224.0,200.0,24.0,9.0,38.0,25.0,13.0,326.0,256.0,70.0,220.99999999999997,225.59046475755196,227.233387400379,4461500.0,2577500.0,1635000.0,249000.0,968100.0,968100.0,831300.0,104100.0,32726840.0,52410280.0,85137120.0,497.0,163.0,717.0,158.0,690.0,219.0,77,0.0,0.125,0.25,0.375,1.0,77,2.0,10.0,13.0,21.0,62.0,77,0.0,1.0,2.0,4.0,14.0,77,0.0,0.125,0.25,0.375,1.0,77,2500.0,33000.0,50200.0,80500.0,360600.0,77,1.0,6.0,9.0,16.0,36.0,65,0.0,0.0,0.0,0.3333333333333333,1.0,0.3055555555555556,0.3393719806763285,0.20284697508896798,0.27053140096618356,0.2257495590828924,0.011734028683181226,0.00847457627118644,5429600.0,0.1691842900302115,0.27217496962332927,27.217496962332927,1.006075334143378,24239.285714285714,0.4125534109326654,15.680182702224842,6.027486371003389,0.9796513351639863,0.32796780684104626,0.2203626220362622,0.3173913043478261,17.194805194805195,2.909090909090909,70514.28571428571
2026-06,EP,EP,14,14,14,11,808.0,808.0,0.0,801.0,770.0,583.0,563.0,26.0,7.0,4.0,1.0,408.0,587.0,563.0,178.0,529.0,34.0,15.0,8.0,250.0,24.0,274.0,56.0,218.0,197.0,21.0,10.0,7.0,6.0,1.0,282.0,225.0,57.0,215.59999999999994,193.55844417959455,195.34583537653089,2711000.0,2332000.0,340000.0,39000.0,838400.0,838400.0,808800.0,25900.0,32211420.0,58731280.0,90942700.0,447.0,184.0,494.0,171.0,514.0,212.0,14,0.2222222222222222,0.3501552795031056,0.39473684210526316,0.45718943033630743,0.5416666666666666,14,24.0,34.25,52.5,69.75,111.0,14,9.0,12.25,14.5,16.75,29.0,14,0.2222222222222222,0.3501552795031056,0.39473684210526316,0.45718943033630743,0.5416666666666666,14,155900.0,187325.0,256300.0,284550.0,438800.0,14,24.0,31.0,37.0,46.75,63.0,14,0.04,0.12215909090909091,0.17857142857142855,0.2932692307692308,0.391304347826087,0.44404973357015987,0.4866785079928952,0.20437956204379562,0.3872113676731794,0.3833049403747871,0.013613861386138614,0.008663366336633664,3549400.0,0.2831168831168831,0.3872113676731794,38.72113676731794,1.0,16281.651376146789,0.6141883135177777,25.621992449428074,9.075173268721475,1.113875454588558,0.4116331096196868,0.34615384615384615,0.41245136186770426,55.0,15.571428571428571,253528.57142857142
2026-06,SE,SE(SE),15,15,15,15,919.0,919.0,0.0,918.0,912.0,906.0,863.0,0.0,1.0,2.0,4.0,474.0,911.0,866.0,6.0,856.0,10.0,45.0,0.0,345.0,69.0,414.0,75.0,339.0,278.0,61.0,6.0,18.0,15.0,3.0,432.0,354.0,78.0,342.6,286.27109282859595,283.6084469242487,0.0,0.0,0.0,0.0,1373500.0,0.0,0.0,0.0,50589500.0,97838560.0,148428060.0,705.0,303.0,787.0,287.0,804.0,325.0,15,0.3018867924528302,0.345141065830721,0.36363636363636365,0.45238095238095233,0.5384615384615384,15,54.0,58.0,62.0,63.5,65.0,15,16.0,19.0,21.0,28.0,30.0,15,0.3018867924528302,0.345141065830721,0.36363636363636365,0.45238095238095233,0.5384615384615384,15,0.0,0.0,0.0,0.0,0.0,15,51.0,54.5,58.0,60.5,65.0,15,0.047619047619047616,0.12337662337662338,0.16666666666666666,0.2546153846153846,0.3125,0.39838337182448036,0.4780600461893764,0.18115942028985507,0.39145496535796764,0.3885839736553238,0.003264417845484222,0.001088139281828074,0.0,0.3717105263157895,0.3928157589803013,39.28157589803013,1.0034762456546928,0.0,,,,1.1967677092885198,0.4297872340425532,0.3646759847522236,0.40422885572139305,60.8,22.6,0.0
2026-06,その他,その他_CMM(拠点),6,6,6,2,271.0,271.0,0.0,270.0,170.0,77.0,130.0,0.0,1.0,0.0,100.0,87.0,180.0,168.0,12.0,163.0,5.0,11.0,0.0,58.0,9.0,67.0,11.0,56.0,48.0,8.0,0.0,9.0,8.0,1.0,77.0,65.0,12.0,57.5,50.44555354046403,49.91923600922107,0.0,0.0,0.0,0.0,246800.0,0.0,0.0,0.0,8287920.0,14578000.0,22865920.0,125.0,47.0,152.0,47.0,165.0,56.0,6,0.21875,0.2626262626262626,0.32386363636363635,0.42375,0.48148148148148145,6,16.0,20.25,27.0,33.75,46.0,6,7.0,7.5,9.0,10.5,13.0,6,0.2916666666666667,0.34456521739130436,0.4891304347826087,0.53125,0.6363636363636364,6,0.0,0.0,0.0,0.0,0.0,6,24.0,25.5,27.0,30.75,33.0,6,0.0,0.13846153846153847,0.16783216783216784,0.2121212121212121,0.3,0.34523809523809523,0.39880952380952384,0.16417910447761194,0.3333333333333333,0.3611111111111111,0.0036900369003690036,0.0036900369003690036,0.0,0.32941176470588235,0.4307692307692308,43.07692307692308,1.2923076923076924,0.0,,,,1.1398427802735351,0.376,0.3092105263157895,0.3393939393939394,28.333333333333332,9.333333333333334,0.0
2026-06,その他,その他_generalist(社員),19,19,19,0,178.0,178.0,0.0,165.0,136.0,129.0,123.0,5.0,13.0,1.0,23.0,28.0,138.0,136.0,6.0,135.0,1.0,2.0,0.0,54.0,8.0,62.0,10.0,52.0,45.0,7.0,1.0,1.0,1.0,0.0,63.0,53.0,10.0,52.3,44.234627692088715,44.08537754385196,0.0,0.0,0.0,0.0,200300.0,0.0,0.0,0.0,7555640.0,11797000.0,19352640.0,81.0,36.0,111.0,39.0,124.0,52.0,19,0.0,0.19444444444444442,0.375,0.5,1.0,19,1.0,3.0,6.0,9.5,17.0,19,0.0,1.0,2.0,4.0,8.0,19,0.0,0.19444444444444442,0.42857142857142855,0.5,1.0,19,0.0,0.0,0.0,0.0,0.0,19,1.0,3.5,8.0,10.0,17.0,16,0.0,0.0,0.0,0.22916666666666666,0.5,0.39705882352941174,0.45588235294117646,0.16129032258064516,0.38235294117647056,0.38405797101449274,0.07865168539325842,0.07303370786516854,0.0,0.38235294117647056,0.42276422764227645,42.27642276422765,1.1056910569105691,0.0,,,,1.182331642170773,0.4444444444444444,0.35135135135135137,0.41935483870967744,7.157894736842105,2.736842105263158,0.0
2026-06,その他,その他_other,3,3,3,0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6431048596620181,1.6431048596620181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,1.0,1.0,1.0,1.5,2.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,1.0,1.0,1.0,1.5,2.0,0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0
2026-06,その他,その他_社員等(メタなし/未設定),3,3,2,0,35.0,35.0,0.0,34.0,34.0,4.0,4.0,0.0,1.0,0.0,0.0,28.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.9555702432990074,0.9555702432990074,0.0,0.0,0.0,0.0,8200.0,0.0,0.0,0.0,266000.0,0.0,266000.0,1.0,0.0,4.0,2.0,3.0,2.0,2,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,2,2.0,2.25,2.5,2.75,3.0,2,0.0,0.5,1.0,1.5,2.0,2,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,2,0.0,0.0,0.0,0.0,0.0,2,1.0,1.5,2.0,2.5,3.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.02857142857142857,0.02857142857142857,0.0,0.058823529411764705,0.5,50.0,1.0,0.0,,,,2.0929910846691993,0.0,0.5,0.6666666666666666,11.333333333333334,0.6666666666666666,0.0
2026-07,CP,CP,87,85,85,1,1875.0,1875.0,0.0,1867.0,1438.0,1124.0,959.0,372.0,8.0,12.0,45.0,661.0,1186.0,962.0,145.0,843.0,119.0,79.0,135.0,303.0,40.0,343.0,59.0,284.0,248.0,36.0,11.0,29.0,22.0,7.0,375.0,309.0,66.0,281.9,271.9858849211967,274.6905801135487,5038000.0,2810000.0,1670000.0,558000.0,1155000.0,1155000.0,1054800.0,86200.0,41292960.0,64268900.0,105561860.0,596.0,210.0,810.0,192.0,841.0,277.0,85,0.0,0.16666666666666666,0.2857142857142857,0.4,0.75,85,2.0,9.0,12.0,21.0,66.0,85,0.0,1.0,2.0,5.0,19.0,85,0.0,0.16666666666666666,0.3076923076923077,0.4,0.75,85,2500.0,33700.0,47000.0,89500.0,363500.0,85,1.0,6.0,9.0,16.0,55.0,80,0.0,0.0,0.05,0.2976190476190476,1.0,0.31496881496881496,0.35654885654885654,0.17201166180758018,0.29521829521829523,0.260539629005059,0.010666666666666666,0.004266666666666667,6193000.0,0.19749652294853964,0.2961418143899896,29.61418143899896,1.0031282586027113,21806.338028169015,0.4585822703051833,17.045351202971098,6.667682867753916,1.0364508440637488,0.3523489932885906,0.23703703703703705,0.32936979785969084,16.91764705882353,3.3411764705882354,72858.82352941176
2026-07,EP,EP,14,14,14,11,827.0,827.0,0.0,825.0,787.0,602.0,568.0,29.0,2.0,7.0,2.0,435.0,606.0,569.0,176.0,535.0,34.0,36.0,0.0,234.0,29.0,263.0,48.0,215.0,190.0,25.0,8.0,13.0,10.0,3.0,276.0,225.0,51.0,213.8,198.08647197120632,198.47372991339114,2797000.0,2408000.0,345500.0,43500.0,848700.0,848700.0,807100.0,41600.0,31790920.0,56066340.0,87857260.0,440.0,182.0,490.0,166.0,543.0,215.0,14,0.32,0.3387096774193548,0.3693957115009746,0.40139751552795033,0.5483870967741935,14,29.0,33.75,47.5,76.5,102.0,14,8.0,12.0,14.5,17.0,29.0,14,0.32,0.34480723839496463,0.3693957115009746,0.40139751552795033,0.5483870967741935,14,155700.0,196450.0,251650.0,290100.0,449300.0,14,25.0,31.0,40.0,45.0,76.0,14,0.0,0.09318181818181819,0.16904761904761906,0.2887700534759358,0.3225806451612903,0.4112478031634446,0.46221441124780316,0.18250950570342206,0.37785588752196836,0.3712871287128713,0.010882708585247884,0.0024183796856106408,3645700.0,0.2731893265565438,0.3785211267605634,37.852112676056336,1.0017605633802817,16956.74418604651,0.5897358531969169,24.098872644485283,8.7201141070302,1.0793266085887874,0.41363636363636364,0.33877551020408164,0.39594843462246776,56.214285714285715,15.357142857142858,260407.14285714287
2026-07,SE,SE(SE),15,15,15,15,875.0,875.0,0.0,870.0,863.0,852.0,801.0,2.0,5.0,1.0,4.0,463.0,853.0,803.0,9.0,786.0,17.0,50.0,0.0,319.0,52.0,371.0,57.0,314.0,267.0,47.0,6.0,22.0,18.0,4.0,393.0,332.0,61.0,316.40000000000003,269.75855726381974,267.0565014668389,0.0,0.0,0.0,0.0,1297200.0,0.0,0.0,0.0,46516760.0,87836840.0,134353600.0,674.0,278.0,739.0,274.0,765.0,312.0,15,0.2777777777777778,0.31203515889114264,0.37735849056603776,0.42997198879551823,0.5423728813559322,15,47.0,56.0,58.0,60.0,65.0,15,13.0,17.5,20.0,23.0,32.0,15,0.2830188679245283,0.31203515889114264,0.37735849056603776,0.42997198879551823,0.5423728813559322,15,0.0,0.0,0.0,0.0,0.0,15,42.0,52.0,54.0,56.0,59.0,15,0.047619047619047616,0.10912698412698413,0.13333333333333333,0.19785575048732942,0.3333333333333333,0.3972602739726027,0.46201743462017436,0.15363881401617252,0.39103362391033625,0.3892145369284877,0.006857142857142857,0.005714285714285714,0.0,0.3638470451911935,0.3920099875156055,39.20099875156055,1.0024968789013733,0.0,,,,1.1729006976062883,0.4124629080118694,0.37077131258457374,0.40784313725490196,57.53333333333333,20.933333333333334,0.0
2026-07,その他,その他_CMM(拠点),6,6,6,4,253.0,253.0,0.0,253.0,193.0,105.0,140.0,0.0,0.0,0.0,60.0,84.0,191.0,190.0,27.0,189.0,1.0,1.0,0.0,64.0,10.0,74.0,13.0,61.0,53.0,8.0,0.0,1.0,1.0,0.0,75.0,62.0,13.0,61.0,57.3069998061763,57.30699980617631,0.0,0.0,0.0,0.0,243900.0,0.0,0.0,0.0,8961240.0,15656780.0,24618020.0,152.0,50.0,178.0,56.0,190.0,61.0,6,0.16666666666666666,0.28436185133239833,0.3574193548387097,0.39,0.46875,6,20.0,21.75,27.0,39.0,56.0,6,6.0,8.25,10.0,11.75,15.0,6,0.17142857142857143,0.40458937198067635,0.49007936507936506,0.5464285714285715,0.75,6,0.0,0.0,0.0,0.0,0.0,6,20.0,26.5,31.5,35.0,46.0,6,0.08333333333333333,0.10277777777777777,0.1388888888888889,0.22916666666666666,0.3333333333333333,0.3368421052631579,0.3894736842105263,0.17567567567567569,0.32105263157894737,0.32460732984293195,0.0,0.0,0.0,0.3160621761658031,0.4357142857142857,43.57142857142857,1.3571428571428572,0.0,,,,1.0644423928370734,0.32894736842105265,0.3146067415730337,0.32105263157894737,32.166666666666664,10.166666666666666,0.0
2026-07,その他,その他_generalist(社員),19,17,17,0,177.0,177.0,0.0,143.0,109.0,93.0,91.0,8.0,34.0,0.0,26.0,16.0,110.0,106.0,11.0,104.0,2.0,4.0,0.0,32.0,3.0,35.0,8.0,27.0,25.0,2.0,0.0,2.0,2.0,0.0,37.0,29.0,8.0,27.6,29.358079073764383,29.259975061751902,0.0,0.0,0.0,0.0,114000.0,0.0,0.0,0.0,3905600.0,6212000.0,10117600.0,69.0,18.0,96.0,20.0,99.0,26.0,17,0.0,0.2,0.25,0.3333333333333333,1.0,17,1.0,2.0,5.0,7.0,24.0,17,0.0,1.0,1.0,2.0,6.0,17,0.0,0.2,0.2857142857142857,0.5,1.0,17,0.0,0.0,0.0,0.0,0.0,17,1.0,3.0,4.0,7.0,27.0,15,0.0,0.0,0.0,0.45,0.5,0.3018867924528302,0.330188679245283,0.22857142857142856,0.25471698113207547,0.2636363636363636,0.192090395480226,0.192090395480226,0.0,0.24770642201834864,0.2967032967032967,29.67032967032967,1.164835164835165,0.0,,,,0.940116004546923,0.2608695652173913,0.20833333333333334,0.26262626262626265,6.411764705882353,1.588235294117647,0.0
2026-07,その他,その他_社員等(メタなし/未設定),6,5,2,0,51.0,51.0,0.0,44.0,37.0,5.0,5.0,0.0,7.0,0.0,7.0,30.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.7266450971364975,1.7266450971364975,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,295800.0,431000.0,726800.0,3.0,1.0,4.0,1.0,5.0,2.0,2,0.0,0.125,0.25,0.375,0.5,2,1.0,1.75,2.5,3.25,4.0,2,0.0,0.5,1.0,1.5,2.0,2,0.0,0.125,0.25,0.375,0.5,2,0.0,0.0,0.0,0.0,0.0,2,1.0,1.75,2.5,3.25,4.0,1,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.5,0.4,0.4,0.13725490196078433,0.13725490196078433,0.0,0.05405405405405406,0.4,40.0,1.0,0.0,,,,1.158315627986805,0.3333333333333333,0.25,0.4,7.4,0.4,0.0
2026-08,CP,CP,98,98,98,6,2200.0,2200.0,0.0,2193.0,1849.0,1492.0,1293.0,310.0,7.0,11.0,23.0,1015.0,1609.0,1299.0,167.0,1156.0,143.0,104.0,190.0,404.0,46.0,450.0,86.0,364.0,323.0,41.0,0.0,53.0,43.0,10.0,513.0,416.0,97.0,361.6,396.76158689702925,400.40971137282406,5990000.0,3730000.0,1795000.0,465000.0,1552200.0,1552200.0,1351000.0,169700.0,53638560.0,93440620.0,147079180.0,866.0,293.0,1086.0,261.0,1168.0,358.0,98,0.0,0.11458333333333333,0.25,0.3869047619047619,0.625,98,2.0,10.0,15.0,24.75,63.0,98,0.0,1.0,2.5,5.0,17.0,98,0.0,0.11458333333333333,0.25,0.3869047619047619,0.625,98,2500.0,36650.0,55250.0,100500.0,377000.0,98,1.0,7.0,10.0,18.0,41.0,89,0.0,0.0,0.09090909090909091,0.3333333333333333,1.0,0.31100846805234794,0.3464203233256351,0.19111111111111112,0.2802155504234026,0.25854568054692356,0.008181818181818182,0.003181818181818182,7542200.0,0.19686316928069228,0.2815158546017015,28.151585460170146,1.0046403712296983,20720.32967032967,0.48261780382381797,19.500832648298903,7.111792315239585,0.9113785506000744,0.33833718244803695,0.24033149171270718,0.3065068493150685,18.867346938775512,3.7142857142857144,76961.22448979592
2026-08,EP,EP,15,15,15,11,801.0,801.0,0.0,799.0,779.0,600.0,558.0,12.0,2.0,6.0,2.0,462.0,609.0,558.0,171.0,528.0,30.0,43.0,8.0,228.0,19.0,247.0,41.0,206.0,188.0,18.0,0.0,22.0,17.0,5.0,269.0,223.0,46.0,208.40000000000003,196.67561612054706,195.51995232701302,2720500.0,2400000.0,302500.0,18000.0,849300.0,849300.0,778400.0,70900.0,30545640.0,57139560.0,87685200.0,458.0,178.0,491.0,164.0,518.0,202.0,15,0.0,0.3129370629370629,0.3548387096774194,0.38656330749354006,0.5,15,1.0,35.5,48.0,74.0,107.0,15,0.0,11.0,14.0,17.0,29.0,15,0.0,0.3129370629370629,0.3548387096774194,0.38656330749354006,0.5,15,4000.0,199100.0,228100.0,299500.0,433400.0,15,1.0,29.5,41.0,45.5,72.0,14,0.04,0.10096153846153846,0.1834733893557423,0.226010101010101,1.0,0.40860215053763443,0.44265232974910396,0.1659919028340081,0.36917562724014336,0.36617405582922824,0.009987515605493134,0.0024968789013732834,3569800.0,0.2644415917843389,0.36917562724014336,36.91756272401434,1.0,17329.126213592233,0.5770631407922012,24.56305675387977,8.55668104655723,1.059612798529467,0.388646288209607,0.3340122199592668,0.38996138996138996,51.93333333333333,13.733333333333333,237986.66666666666
2026-08,SE,SE(SE),15,15,15,13,733.0,733.0,0.0,724.0,719.0,715.0,669.0,0.0,9.0,1.0,4.0,408.0,716.0,670.0,3.0,650.0,20.0,45.0,0.0,268.0,34.0,302.0,38.0,264.0,231.0,33.0,0.0,20.0,13.0,7.0,323.0,278.0,45.0,264.3,222.52345335506837,220.1727495416999,0.0,0.0,0.0,0.0,1098000.0,0.0,0.0,0.0,39071780.0,77064300.0,116136080.0,589.0,240.0,634.0,246.0,640.0,258.0,15,0.3181818181818182,0.34259259259259256,0.39285714285714285,0.4273170731707317,0.5333333333333333,15,20.0,45.0,51.0,55.0,60.0,15,6.0,14.5,19.0,21.0,24.0,15,0.3181818181818182,0.34259259259259256,0.39285714285714285,0.4273170731707317,0.5333333333333333,15,0.0,0.0,0.0,0.0,0.0,15,18.0,42.5,47.0,52.0,55.0,15,0.0,0.08166666666666667,0.09090909090909091,0.16312997347480107,0.2857142857142857,0.4,0.4507462686567164,0.12582781456953643,0.3940298507462687,0.388268156424581,0.013642564802182811,0.01227830832196453,0.0,0.3671766342141864,0.39461883408071746,39.46188340807175,1.0014947683109119,0.0,,,,1.1877399708437524,0.4074702886247878,0.38801261829652994,0.403125,47.93333333333333,17.6,0.0
2026-08,その他,その他_CMM(拠点),6,6,6,2,201.0,201.0,0.0,201.0,160.0,109.0,136.0,0.0,0.0,0.0,41.0,82.0,157.0,155.0,13.0,151.0,4.0,2.0,0.0,66.0,14.0,80.0,14.0,66.0,53.0,13.0,0.0,2.0,2.0,0.0,82.0,68.0,14.0,65.7,45.54120592476499,45.62405056805981,0.0,0.0,0.0,0.0,277000.0,0.0,0.0,0.0,9721200.0,17856000.0,27577200.0,119.0,56.0,140.0,56.0,155.0,66.0,6,0.2608695652173913,0.36292016806722693,0.400974025974026,0.4772727272727273,0.5428571428571428,6,10.0,18.75,31.5,33.75,38.0,6,6.0,6.75,10.0,14.0,19.0,6,0.39285714285714285,0.40714285714285714,0.4729064039408867,0.5611285266457681,0.6,6,0.0,0.0,0.0,0.0,0.0,6,17.0,22.25,25.5,29.5,35.0,6,0.0,0.11666666666666667,0.19047619047619047,0.24107142857142858,0.45454545454545453,0.4258064516129032,0.5161290322580645,0.175,0.4258064516129032,0.43312101910828027,0.0,0.0,0.0,0.4125,0.4852941176470588,48.529411764705884,1.1397058823529411,0.0,,,,1.4426495448657586,0.47058823529411764,0.4,0.4258064516129032,26.666666666666668,11.0,0.0
2026-08,その他,その他_generalist(社員),18,18,18,0,256.0,256.0,0.0,209.0,169.0,166.0,159.0,11.0,47.0,0.0,29.0,52.0,169.0,168.0,0.0,168.0,0.0,0.0,0.0,63.0,5.0,68.0,22.0,46.0,42.0,4.0,0.0,0.0,0.0,0.0,68.0,46.0,22.0,46.0,50.60121755603088,50.60121755603088,0.0,0.0,0.0,0.0,179100.0,0.0,0.0,0.0,6795320.0,12394000.0,19189320.0,113.0,36.0,150.0,39.0,151.0,44.0,18,0.0,0.07983193277310924,0.26969696969696966,0.3961538461538462,0.8,18,2.0,4.5,10.0,13.0,18.0,18,0.0,1.0,3.0,4.0,8.0,18,0.0,0.07983193277310924,0.2833333333333333,0.475,2.0,18,0.0,0.0,0.0,0.0,0.0,18,2.0,5.25,10.0,12.75,17.0,16,0.0,0.08333333333333333,0.25,0.4583333333333333,1.0,0.375,0.40476190476190477,0.3235294117647059,0.27380952380952384,0.27218934911242604,0.18359375,0.18359375,0.0,0.27218934911242604,0.2893081761006289,28.930817610062892,1.0566037735849056,0.0,,,,0.9090690347334837,0.3185840707964602,0.26,0.2913907284768212,9.38888888888889,2.5555555555555554,0.0
2026-08,その他,その他_社員等(メタなし/未設定),42,31,30,0,145.0,145.0,0.0,116.0,102.0,71.0,70.0,0.0,29.0,0.0,14.0,68.0,72.0,72.0,0.0,72.0,0.0,0.0,0.0,20.0,1.0,21.0,7.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,7.0,14.0,22.47590270312503,22.47590270312503,0.0,0.0,0.0,0.0,52100.0,0.0,0.0,0.0,2067440.0,3896000.0,5963440.0,45.0,9.0,62.0,9.0,72.0,14.0,30,0.0,0.0,0.0,0.2642857142857143,1.0,30,1.0,1.0,1.0,2.0,9.0,30,0.0,0.0,0.0,1.0,2.0,30,0.0,0.0,0.0,0.2642857142857143,1.0,30,0.0,0.0,0.0,0.0,0.0,30,1.0,1.0,1.0,2.0,9.0,15,0.0,0.0,0.0,0.5833333333333333,1.0,0.2777777777777778,0.2916666666666667,0.3333333333333333,0.19444444444444445,0.19444444444444445,0.2,0.2,0.0,0.13725490196078433,0.2,20.0,1.0285714285714285,0.0,,,,0.6228893310724936,0.2,0.14516129032258066,0.19444444444444445,3.2903225806451615,0.45161290322580644,0.0
