lesson_month,role_category,role_subcategory,headcount_registered,headcount_active,headcount_with_lead,headcount_sample_ge30,shift_registered,shift_registered_past,shift_registered_future,shift_confirmed,shift_attended,shift_attended_planner_role,shift_attended_with_lead,shift_min_guarantee,shift_jiai_cancel,shift_absent,shift_unresolved_past,shift_priority_attended,participants_all,participants_lead,dup_participant_rows_removed,lead_1on1,lead_gc,assist_gc,lounge,same_day_gross_lead,later_gross_lead,gross_lead,coolingoff_lead,valid_lead,same_day_valid_lead,later_valid_lead,trial_membership_lead,gross_assist,valid_assist,coolingoff_assist,gross_all,valid_all,coolingoff_all,weighted_valid,weighted_vcv,vcv_sum_lead,shift_fee_yen,shift_fee_planner_base_yen,shift_fee_leader_facil_support_yen,shift_fee_min_guarantee_yen,incentive_yen_payable_ref,incentive_yen_paid,incentive_yen_paid_lead,incentive_yen_paid_assist,entrance_fee_valid_lead,plan_amount_valid_lead,first_month_revenue_valid_lead,lead_subsidy_target,lead_valid_subsidy_target,lead_difficulty_4_5_6,lead_valid_difficulty_4_5_6,lead_utm_other,lead_valid_utm_other,valid_rate_n,valid_rate_min,valid_rate_p25,valid_rate_median,valid_rate_p75,valid_rate_max,shifts_n,shifts_min,shifts_p25,shifts_median,shifts_p75,shifts_max,valid_cnt_n,valid_cnt_min,valid_cnt_p25,valid_cnt_median,valid_cnt_p75,valid_cnt_max,valid_per_lead_shift_n,valid_per_lead_shift_min,valid_per_lead_shift_p25,valid_per_lead_shift_median,valid_per_lead_shift_p75,valid_per_lead_shift_max,reward_n,reward_min,reward_p25,reward_median,reward_p75,reward_max,participants_lead_n,participants_lead_min,participants_lead_p25,participants_lead_median,participants_lead_p75,participants_lead_max,coolingoff_rate_n,coolingoff_rate_min,coolingoff_rate_p25,coolingoff_rate_median,coolingoff_rate_p75,coolingoff_rate_max,same_day_rate_lead,gross_rate_lead,coolingoff_rate_lead,valid_rate_lead,valid_rate_all,cancel_rate_shift,jiai_rate_shift,total_reward_yen,valid_per_shift_all,valid_per_lead_shift,valid_per_100_lead_shift,participants_per_lead_shift,reward_per_valid_yen,valid_per_reward_1man_yen,first_month_revenue_per_reward,entrance_fee_per_reward,weighted_vcv_achievement,subsidy_valid_rate_lead,difficulty456_valid_rate_lead,utm_other_valid_rate_lead,shifts_per_active_planner,valid_per_active_planner,reward_per_active_planner
2026-02,SE,SE(SE_onboarding),1,1,1,1,46.0,46.0,0.0,46.0,46.0,46.0,36.0,0.0,0.0,0.0,0.0,31.0,46.0,36.0,0.0,28.0,8.0,10.0,0.0,6.0,0.0,6.0,1.0,5.0,5.0,0.0,0.0,4.0,3.0,1.0,10.0,8.0,2.0,5.6,10.220160567144207,10.146575705511388,0.0,0.0,0.0,0.0,27500.0,0.0,0.0,0.0,725000.0,1288000.0,2013000.0,20.0,5.0,25.0,0.0,21.0,5.0,1,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,1,46.0,46.0,46.0,46.0,46.0,1,5.0,5.0,5.0,5.0,5.0,1,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,1,0.0,0.0,0.0,0.0,0.0,1,36.0,36.0,36.0,36.0,36.0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.17391304347826086,0.0,0.0,0.0,0.10869565217391304,0.1388888888888889,13.88888888888889,1.0,0.0,,,,0.5479365968087518,0.25,0.0,0.23809523809523808,46.0,5.0,0.0
2026-02,その他,その他_CMM(拠点),2,2,2,0,75.0,75.0,0.0,75.0,27.0,11.0,23.0,0.0,0.0,0.0,48.0,15.0,33.0,29.0,0.0,24.0,5.0,4.0,0.0,9.0,2.0,11.0,2.0,9.0,8.0,1.0,1.0,1.0,0.0,1.0,12.0,9.0,3.0,8.4,8.255581283942517,8.313781023255343,0.0,0.0,0.0,0.0,37800.0,0.0,0.0,0.0,1376200.0,2704000.0,4080200.0,20.0,8.0,28.0,9.0,27.0,8.0,2,0.2857142857142857,0.2976190476190476,0.30952380952380953,0.3214285714285714,0.3333333333333333,2,13.0,13.25,13.5,13.75,14.0,2,4.0,4.25,4.5,4.75,5.0,2,0.36363636363636365,0.3768939393939394,0.39015151515151514,0.40340909090909094,0.4166666666666667,2,0.0,0.0,0.0,0.0,0.0,2,14.0,14.25,14.5,14.75,15.0,2,0.16666666666666666,0.175,0.18333333333333335,0.19166666666666668,0.2,0.3103448275862069,0.3793103448275862,0.18181818181818182,0.3103448275862069,0.2727272727272727,0.0,0.0,0.0,0.3333333333333333,0.391304347826087,39.130434782608695,1.2608695652173914,0.0,,,,1.0174934642504683,0.4,0.32142857142857145,0.2962962962962963,13.5,4.5,0.0
2026-02,その他,その他_other,10,10,9,0,116.0,116.0,0.0,115.0,100.0,41.0,66.0,0.0,1.0,0.0,15.0,67.0,90.0,77.0,0.0,75.0,2.0,12.0,0.0,33.0,2.0,35.0,10.0,25.0,23.0,2.0,2.0,7.0,7.0,0.0,42.0,32.0,10.0,27.1,26.56089906229368,25.725206565382315,0.0,0.0,0.0,0.0,117900.0,0.0,0.0,0.0,3699400.0,7240000.0,10939400.0,58.0,21.0,58.0,15.0,72.0,25.0,9,0.0,0.2222222222222222,0.2777777777777778,0.5,1.0,9,1.0,1.0,6.0,19.0,29.0,9,0.0,1.0,1.0,4.0,10.0,9,0.0,0.25,0.3333333333333333,0.5,1.0,9,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0,5.0,16.0,24.0,9,0.0,0.0,0.16666666666666666,0.375,1.0,0.42857142857142855,0.45454545454545453,0.2857142857142857,0.3246753246753247,0.35555555555555557,0.008620689655172414,0.008620689655172414,0.0,0.25,0.3787878787878788,37.878787878787875,1.1666666666666667,0.0,,,,1.0202967880131604,0.3620689655172414,0.25862068965517243,0.3472222222222222,10.0,2.5,0.0
2026-02,その他,その他_社員等(メタなし/未設定),1,1,0,0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,30.0,0.0,0.0
2026-03,CP,CP,90,88,86,1,1734.0,1734.0,0.0,1633.0,1269.0,920.0,619.0,353.0,101.0,9.0,2.0,625.0,944.0,619.0,160.0,403.0,216.0,201.0,122.0,177.0,25.0,202.0,38.0,164.0,140.0,24.0,20.0,71.0,59.0,12.0,280.0,230.0,50.0,163.4,156.0246113701173,156.8913235477727,4575500.0,2300000.0,1746000.0,529500.0,846600.0,846600.0,587100.0,232600.0,23958180.0,36923800.0,60881980.0,366.0,123.0,531.0,107.0,410.0,153.0,86,0.0,0.0875,0.2111111111111111,0.39375000000000004,1.0,86,2.0,7.0,11.5,17.0,53.0,86,0.0,1.0,1.0,2.0,16.0,86,0.0,0.0875,0.2111111111111111,0.39375000000000004,1.0,86,6500.0,27875.0,43000.0,66525.0,358200.0,86,1.0,4.0,6.0,9.0,38.0,72,0.0,0.0,0.0,0.3333333333333333,1.0,0.2859450726978998,0.3263327948303716,0.18811881188118812,0.2649434571890145,0.24364406779661016,0.06343713956170703,0.058246828143021914,5422100.0,0.12923561859732072,0.2649434571890145,26.494345718901453,1.0,33061.58536585366,0.30246583427085444,11.228487117537485,4.418616403238597,1.0472706745757374,0.3360655737704918,0.2015065913370998,0.37317073170731707,14.420454545454545,1.8636363636363635,61614.77272727273
2026-03,EP,EP,16,16,16,10,812.0,812.0,0.0,805.0,713.0,560.0,523.0,83.0,7.0,5.0,4.0,428.0,566.0,527.0,143.0,466.0,61.0,39.0,0.0,202.0,22.0,224.0,57.0,167.0,146.0,21.0,26.0,12.0,6.0,6.0,236.0,173.0,63.0,162.5,153.77039352922,156.52799211541424,2594000.0,2240000.0,229500.0,124500.0,705500.0,705500.0,680800.0,24700.0,24722720.0,45725860.0,70448580.0,418.0,146.0,498.0,152.0,464.0,160.0,16,0.0,0.2644230769230769,0.3220046082949309,0.33536585365853655,0.4375,16,1.0,35.0,45.5,60.5,69.0,16,0.0,8.5,10.0,13.25,21.0,16,0.0,0.2644230769230769,0.3220046082949309,0.3439353988134476,0.4375,16,7000.0,162825.0,202150.0,249525.0,340600.0,16,1.0,26.75,30.5,40.25,56.0,15,0.0,0.17777777777777776,0.23529411764705882,0.33384615384615385,0.4444444444444444,0.38330170777988615,0.4250474383301708,0.2544642857142857,0.31688804554079697,0.30565371024734983,0.014778325123152709,0.008620689655172414,3299500.0,0.23422159887798036,0.3193116634799235,31.931166347992352,1.0076481835564053,19757.48502994012,0.5061372935293226,21.351289589331717,7.492868616457039,1.0567703981919065,0.3492822966507177,0.30522088353413657,0.3448275862068966,44.5625,10.4375,206218.75
2026-03,SE,SE(SE),15,15,15,15,876.0,876.0,0.0,872.0,864.0,858.0,798.0,1.0,4.0,1.0,6.0,441.0,860.0,802.0,4.0,768.0,34.0,58.0,0.0,280.0,49.0,329.0,67.0,262.0,217.0,45.0,15.0,22.0,17.0,5.0,351.0,279.0,72.0,265.3,242.57032114019148,240.26654602197584,0.0,0.0,0.0,0.0,1069200.0,0.0,0.0,0.0,38600620.0,70662140.0,109262760.0,585.0,222.0,708.0,202.0,639.0,242.0,15,0.17307692307692307,0.2583333333333333,0.32727272727272727,0.4114420062695925,0.4489795918367347,15,48.0,54.5,58.0,62.0,62.0,15,9.0,15.0,18.0,22.0,24.0,15,0.17307692307692307,0.2583333333333333,0.32727272727272727,0.41363636363636364,0.4489795918367347,15,0.0,0.0,0.0,0.0,0.0,15,44.0,50.0,55.0,57.0,61.0,15,0.08333333333333333,0.1455026455026455,0.19047619047619047,0.22938530734632684,0.45,0.3491271820448878,0.4102244389027431,0.20364741641337386,0.3266832917705736,0.3244186046511628,0.005707762557077625,0.0045662100456621,0.0,0.30324074074074076,0.3283208020050125,32.83208020050125,1.005012531328321,0.0,,,,1.0937034619609218,0.37948717948717947,0.2853107344632768,0.37871674491392804,57.6,17.466666666666665,0.0
2026-03,その他,その他_CMM(拠点),2,2,2,1,111.0,111.0,0.0,111.0,59.0,14.0,52.0,0.0,0.0,0.0,52.0,35.0,64.0,61.0,0.0,59.0,2.0,3.0,0.0,27.0,5.0,32.0,4.0,28.0,24.0,4.0,2.0,2.0,2.0,0.0,34.0,30.0,4.0,28.6,19.33539686128497,19.19244546070695,0.0,0.0,0.0,0.0,117500.0,0.0,0.0,0.0,4006640.0,5702280.0,9708920.0,46.0,19.0,53.0,21.0,61.0,28.0,2,0.4230769230769231,0.43873626373626373,0.4543956043956044,0.47005494505494505,0.4857142857142857,2,23.0,26.25,29.5,32.75,36.0,2,11.0,12.5,14.0,15.5,17.0,2,0.5238095238095238,0.5299539170506913,0.5360983102918586,0.5422427035330261,0.5483870967741935,2,0.0,0.0,0.0,0.0,0.0,2,26.0,28.25,30.5,32.75,35.0,2,0.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.19047619047619047,0.4426229508196721,0.5245901639344263,0.125,0.45901639344262296,0.46875,0.0,0.0,0.0,0.4745762711864407,0.5384615384615384,53.84615384615385,1.1730769230769231,0.0,,,,1.4791524686656643,0.41304347826086957,0.39622641509433965,0.45901639344262296,29.5,14.0,0.0
2026-03,その他,その他_generalist(社員),1,1,1,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359656751155853,0.1359656751155853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,0.0,0.0
2026-03,その他,その他_other,18,18,17,2,215.0,215.0,0.0,214.0,160.0,87.0,122.0,4.0,1.0,0.0,50.0,92.0,165.0,148.0,0.0,144.0,4.0,16.0,0.0,51.0,10.0,61.0,13.0,48.0,38.0,10.0,5.0,10.0,6.0,4.0,71.0,54.0,17.0,49.2,45.654753589491435,44.477169344435524,0.0,0.0,0.0,0.0,208800.0,0.0,0.0,0.0,7016520.0,11795560.0,18812080.0,96.0,39.0,124.0,37.0,135.0,47.0,17,0.0,0.0,0.25,0.4230769230769231,1.0,17,1.0,2.0,4.0,13.0,33.0,17,0.0,0.0,1.0,2.0,17.0,17,0.0,0.0,0.25,0.5,1.0,17,0.0,0.0,0.0,0.0,0.0,17,1.0,2.0,4.0,9.0,34.0,14,0.0,0.0,0.041666666666666664,0.369047619047619,1.0,0.34459459459459457,0.41216216216216217,0.21311475409836064,0.32432432432432434,0.32727272727272727,0.004651162790697674,0.004651162790697674,0.0,0.3,0.39344262295081966,39.34426229508197,1.2131147540983607,0.0,,,,1.0776533905403576,0.40625,0.29838709677419356,0.34814814814814815,8.88888888888889,2.6666666666666665,0.0
2026-03,その他,その他_社員等(メタなし/未設定),1,1,0,0,31.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,31.0,0.0,0.0
2026-04,CP,CP,84,84,80,1,1686.0,1686.0,0.0,1593.0,1335.0,1022.0,720.0,233.0,93.0,21.0,4.0,646.0,1083.0,722.0,155.0,521.0,201.0,186.0,173.0,202.0,24.0,226.0,52.0,174.0,156.0,18.0,9.0,77.0,60.0,17.0,314.0,244.0,70.0,173.99999999999997,181.29956247390788,181.63391331912558,4541000.0,2555000.0,1636500.0,349500.0,940200.0,940200.0,655500.0,238200.0,25230720.0,36573400.0,61804120.0,434.0,121.0,640.0,127.0,506.0,158.0,80,0.0,0.0,0.16666666666666666,0.4,1.0,80,1.0,9.0,11.0,21.0,64.0,80,0.0,0.0,1.0,3.0,15.0,80,0.0,0.0,0.16666666666666666,0.4,1.0,80,5500.0,29150.0,43600.0,76100.0,365700.0,80,1.0,5.0,7.0,10.0,52.0,63,0.0,0.0,0.0,0.3333333333333333,1.0,0.27977839335180055,0.31301939058171746,0.23008849557522124,0.2409972299168975,0.22530009233610343,0.06761565836298933,0.05516014234875445,5481200.0,0.1303370786516854,0.24166666666666667,24.166666666666668,1.0027777777777778,31501.149425287356,0.3174487338539006,11.275654966065826,4.603137998978326,0.9597375615566726,0.27880184331797236,0.1984375,0.31225296442687744,15.892857142857142,2.0714285714285716,65252.380952380954
2026-04,EP,EP,15,15,15,10,842.0,842.0,0.0,833.0,778.0,596.0,563.0,44.0,9.0,6.0,5.0,441.0,600.0,565.0,176.0,519.0,46.0,35.0,0.0,225.0,25.0,250.0,48.0,202.0,178.0,24.0,14.0,16.0,10.0,6.0,266.0,212.0,54.0,200.20000000000002,170.30024557868015,171.7333542094566,2723000.0,2384000.0,273000.0,66000.0,820700.0,820700.0,778300.0,42400.0,29939720.0,56282580.0,86222300.0,435.0,176.0,518.0,173.0,476.0,191.0,15,0.23529411764705882,0.3003337041156841,0.34375,0.37412587412587417,0.5714285714285714,15,18.0,35.5,56.0,60.0,89.0,15,4.0,9.5,12.0,16.5,26.0,15,0.23529411764705882,0.30517241379310345,0.34375,0.3774928774928775,0.5714285714285714,15,87700.0,173350.0,226600.0,297050.0,395300.0,15,17.0,29.0,32.0,47.0,61.0,15,0.0,0.1464285714285714,0.16666666666666666,0.2403846153846154,0.29411764705882354,0.39823008849557523,0.4424778761061947,0.192,0.35752212389380533,0.35333333333333333,0.017814726840855107,0.010688836104513063,3543700.0,0.2596401028277635,0.35879218472468916,35.879218472468914,1.0035523978685612,17543.069306930694,0.5700256793746649,24.331151056805034,8.448717442221406,1.1755708238688707,0.4045977011494253,0.333976833976834,0.4012605042016807,51.86666666666667,13.466666666666667,236246.66666666666
2026-04,SE,SE(SE),15,15,15,15,810.0,810.0,0.0,809.0,804.0,802.0,763.0,0.0,1.0,2.0,3.0,396.0,803.0,766.0,2.0,746.0,20.0,37.0,0.0,290.0,62.0,352.0,65.0,287.0,234.0,53.0,11.0,15.0,14.0,1.0,367.0,301.0,66.0,288.2,238.39036975300647,237.23525736129614,0.0,0.0,0.0,0.0,1186200.0,0.0,0.0,0.0,42440340.0,80770820.0,123211160.0,604.0,254.0,716.0,250.0,660.0,267.0,15,0.2830188679245283,0.33327285921625543,0.36,0.40192307692307694,0.5434782608695652,15,44.0,52.0,55.0,56.0,57.0,15,14.0,17.0,19.0,21.0,25.0,15,0.28846153846153844,0.33647798742138363,0.36,0.4056267806267806,0.5434782608695652,15,0.0,0.0,0.0,0.0,0.0,15,40.0,50.0,52.0,53.0,55.0,15,0.08,0.1225,0.16,0.2222222222222222,0.4,0.3785900783289817,0.4595300261096606,0.1846590909090909,0.37467362924281983,0.37484433374844334,0.003703703703703704,0.0012345679012345679,0.0,0.35696517412935325,0.3761467889908257,37.61467889908257,1.0039318479685453,0.0,,,,1.2089414530402411,0.4205298013245033,0.34916201117318435,0.40454545454545454,53.6,19.133333333333333,0.0
2026-04,その他,その他_CMM(拠点),6,6,6,2,124.0,124.0,0.0,124.0,90.0,21.0,76.0,0.0,0.0,0.0,34.0,40.0,110.0,104.0,0.0,101.0,3.0,6.0,0.0,45.0,7.0,52.0,11.0,41.0,36.0,5.0,1.0,3.0,3.0,0.0,55.0,44.0,11.0,41.599999999999994,31.74827980971887,31.379494935041212,0.0,0.0,0.0,0.0,172800.0,0.0,0.0,0.0,5949860.0,9572280.0,15522140.0,71.0,30.0,92.0,33.0,104.0,41.0,6,0.0,0.29166666666666663,0.3833333333333333,0.521875,0.5714285714285714,6,9.0,10.25,11.5,20.25,25.0,6,0.0,4.0,4.0,9.25,18.0,6,0.0,0.3977272727272727,0.5357142857142857,0.5770676691729324,0.75,6,0.0,0.0,0.0,0.0,0.0,6,7.0,10.0,12.5,26.25,32.0,6,0.0,0.11346153846153847,0.24358974358974358,0.40476190476190477,1.0,0.4326923076923077,0.5,0.21153846153846154,0.3942307692307692,0.4,0.0,0.0,0.0,0.45555555555555555,0.5394736842105263,53.94736842105263,1.368421052631579,0.0,,,,1.3103072118970456,0.4225352112676056,0.358695652173913,0.3942307692307692,15.0,6.833333333333333,0.0
2026-04,その他,その他_other,15,15,14,0,154.0,154.0,0.0,154.0,109.0,45.0,87.0,0.0,0.0,0.0,45.0,45.0,121.0,115.0,0.0,109.0,6.0,6.0,0.0,40.0,4.0,44.0,7.0,37.0,33.0,4.0,1.0,3.0,3.0,0.0,47.0,40.0,7.0,37.0,34.653442375797496,34.710828414249875,0.0,0.0,0.0,0.0,147100.0,0.0,0.0,0.0,5438480.0,9214780.0,14653260.0,78.0,31.0,102.0,28.0,111.0,37.0,14,0.0,0.2548076923076923,0.4,0.5,1.0,14,1.0,2.0,3.5,11.25,23.0,14,0.0,1.0,1.0,3.75,8.0,14,0.0,0.2833333333333333,0.5,0.5803571428571429,1.0,14,0.0,0.0,0.0,0.0,0.0,14,1.0,2.0,3.0,12.5,26.0,14,0.0,0.0,0.0,0.25625,1.0,0.34782608695652173,0.3826086956521739,0.1590909090909091,0.3217391304347826,0.3305785123966942,0.0,0.0,0.0,0.3394495412844037,0.42528735632183906,42.5287356321839,1.3218390804597702,0.0,,,,1.0677149934703565,0.3974358974358974,0.27450980392156865,0.3333333333333333,7.266666666666667,2.466666666666667,0.0
2026-04,その他,その他_社員等(メタなし/未設定),3,3,1,0,37.0,37.0,0.0,37.0,36.0,6.0,3.0,0.0,0.0,0.0,1.0,31.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6555483162403104,0.6147839426994322,0.0,0.0,0.0,0.0,3700.0,0.0,0.0,0.0,148000.0,322000.0,470000.0,1.0,1.0,3.0,1.0,3.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,5.0,5.0,5.0,5.0,5.0,1,1.0,1.0,1.0,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,3.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.027777777777777776,0.3333333333333333,33.33333333333333,1.0,0.0,,,,1.5254405742892958,1.0,0.3333333333333333,0.3333333333333333,12.0,0.3333333333333333,0.0
2026-05,CP,CP,77,77,76,5,1659.0,1659.0,0.0,1582.0,1453.0,1144.0,881.0,121.0,77.0,4.0,4.0,826.0,1313.0,890.0,149.0,762.0,128.0,123.0,298.0,265.0,30.0,295.0,56.0,239.0,212.0,27.0,19.0,49.0,38.0,11.0,360.0,290.0,70.0,241.10000000000002,249.43769396729763,249.65064717642963,4740000.0,2860000.0,1698500.0,181500.0,1070800.0,1070800.0,853500.0,156600.0,34835960.0,54078900.0,88914860.0,544.0,174.0,762.0,151.0,709.0,229.0,76,0.0,0.16666666666666666,0.25,0.375,1.0,76,3.0,10.0,14.0,25.25,68.0,76,0.0,1.0,2.0,4.0,15.0,76,0.0,0.16666666666666666,0.25,0.375,1.0,76,15500.0,35425.0,47300.0,88375.0,361500.0,76,1.0,7.0,9.0,16.0,49.0,72,0.0,0.0,0.0,0.3333333333333333,1.0,0.29775280898876405,0.33146067415730335,0.18983050847457628,0.26853932584269663,0.22086824067022087,0.048824593128390596,0.046413502109704644,5810800.0,0.16448726772195457,0.27128263337116915,27.128263337116916,1.0102156640181612,24312.970711297072,0.411303090796448,15.301655537963791,5.995036827975494,0.9665740416587129,0.31985294117647056,0.19816272965879264,0.3229901269393512,18.87012987012987,3.103896103896104,75464.93506493507
2026-05,EP,EP,16,16,16,10,860.0,860.0,0.0,853.0,824.0,612.0,580.0,22.0,7.0,7.0,0.0,509.0,616.0,580.0,203.0,533.0,47.0,30.0,6.0,267.0,29.0,296.0,69.0,227.0,202.0,25.0,6.0,18.0,14.0,4.0,314.0,241.0,73.0,224.3,188.07703914643497,189.38883667142363,2824500.0,2448000.0,343500.0,33000.0,935900.0,935900.0,882200.0,53700.0,33417120.0,57499340.0,90916460.0,460.0,192.0,524.0,185.0,518.0,218.0,16,0.0,0.3292682926829268,0.37986270022883295,0.4426406926406926,0.625,16,3.0,34.0,49.5,67.5,110.0,16,0.0,9.75,15.0,20.0,23.0,16,0.0,0.3292682926829268,0.37986270022883295,0.4426406926406926,0.625,16,12000.0,190850.0,230400.0,316075.0,414100.0,16,2.0,25.75,34.0,44.75,69.0,15,0.0625,0.19696969696969696,0.23809523809523808,0.26136363636363635,0.36363636363636365,0.4603448275862069,0.5103448275862069,0.23310810810810811,0.3913793103448276,0.3912337662337662,0.01627906976744186,0.00813953488372093,3760400.0,0.27548543689320387,0.3913793103448276,39.13793103448276,1.0,16565.638766519824,0.6036591851930646,24.177337517285395,8.886586533347517,1.1925964010171501,0.41739130434782606,0.3530534351145038,0.42084942084942084,51.5,14.1875,235025.0
2026-05,SE,SE(SE),15,15,15,15,767.0,767.0,0.0,764.0,762.0,761.0,724.0,0.0,3.0,2.0,0.0,439.0,761.0,726.0,1.0,715.0,11.0,35.0,0.0,287.0,56.0,343.0,64.0,279.0,228.0,51.0,8.0,11.0,9.0,2.0,354.0,288.0,66.0,279.9,233.15248441176325,231.55222051964904,0.0,0.0,0.0,0.0,1136200.0,0.0,0.0,0.0,41324800.0,77707840.0,119032640.0,588.0,245.0,674.0,247.0,641.0,258.0,15,0.2708333333333333,0.29772727272727273,0.39215686274509803,0.4703525641025641,0.5652173913043478,15,46.0,49.0,52.0,53.0,54.0,15,13.0,14.5,18.0,23.0,26.0,15,0.28,0.29772727272727273,0.39215686274509803,0.4703525641025641,0.5652173913043478,15,0.0,0.0,0.0,0.0,0.0,15,39.0,47.0,49.0,50.5,53.0,15,0.08,0.12916666666666665,0.16666666666666666,0.2170846394984326,0.391304347826087,0.3953168044077135,0.4724517906336088,0.18658892128279883,0.384297520661157,0.37844940867279897,0.00651890482398957,0.003911342894393742,0.0,0.3661417322834646,0.38535911602209943,38.53591160220994,1.0027624309392265,0.0,,,,1.2005018977437847,0.4166666666666667,0.3664688427299703,0.40249609984399376,50.8,18.6,0.0
2026-05,その他,その他_CMM(拠点),6,6,6,4,239.0,239.0,0.0,239.0,193.0,54.0,164.0,0.0,0.0,0.0,46.0,127.0,216.0,213.0,5.0,209.0,4.0,2.0,0.0,89.0,6.0,95.0,23.0,72.0,67.0,5.0,1.0,0.0,0.0,0.0,95.0,72.0,23.0,71.7,57.660347619093955,57.73586077708751,0.0,0.0,0.0,0.0,299600.0,0.0,0.0,0.0,10432040.0,17141800.0,27573840.0,146.0,53.0,208.0,69.0,211.0,71.0,6,0.1590909090909091,0.25795755968169765,0.3663461538461539,0.43057432432432435,0.4594594594594595,6,26.0,28.25,32.0,32.75,43.0,6,7.0,7.25,12.0,16.75,17.0,6,0.2413793103448276,0.29875,0.4341935483870968,0.5620967741935483,0.64,6,0.0,0.0,0.0,0.0,0.0,6,26.0,31.0,37.0,39.25,44.0,6,0.125,0.15197368421052632,0.20938215102974828,0.35367892976588633,0.4166666666666667,0.41784037558685444,0.4460093896713615,0.24210526315789474,0.3380281690140845,0.3333333333333333,0.0,0.0,0.0,0.37305699481865284,0.43902439024390244,43.90243902439025,1.298780487804878,0.0,,,,1.243488861247463,0.363013698630137,0.3317307692307692,0.33649289099526064,32.166666666666664,12.0,0.0
2026-05,その他,その他_generalist(社員),3,2,1,0,4.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2189175933599472,0.2189175933599472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
