lesson_month,role_category,headcount_registered,headcount_active,headcount_with_lead,headcount_sample_ge30,shift_registered,shift_registered_past,shift_registered_future,shift_confirmed,shift_attended,shift_attended_planner_role,shift_attended_with_lead,shift_min_guarantee,shift_jiai_cancel,shift_absent,shift_unresolved_past,shift_priority_attended,participants_all,participants_lead,dup_participant_rows_removed,lead_1on1,lead_gc,assist_gc,lounge,same_day_gross_lead,later_gross_lead,gross_lead,coolingoff_lead,valid_lead,same_day_valid_lead,later_valid_lead,trial_membership_lead,gross_assist,valid_assist,coolingoff_assist,gross_all,valid_all,coolingoff_all,weighted_valid,weighted_vcv,vcv_sum_lead,shift_fee_yen,shift_fee_planner_base_yen,shift_fee_leader_facil_support_yen,shift_fee_min_guarantee_yen,incentive_yen_payable_ref,incentive_yen_paid,incentive_yen_paid_lead,incentive_yen_paid_assist,entrance_fee_valid_lead,plan_amount_valid_lead,first_month_revenue_valid_lead,lead_subsidy_target,lead_valid_subsidy_target,lead_difficulty_4_5_6,lead_valid_difficulty_4_5_6,lead_utm_other,lead_valid_utm_other,valid_rate_n,valid_rate_min,valid_rate_p25,valid_rate_median,valid_rate_p75,valid_rate_max,shifts_n,shifts_min,shifts_p25,shifts_median,shifts_p75,shifts_max,valid_cnt_n,valid_cnt_min,valid_cnt_p25,valid_cnt_median,valid_cnt_p75,valid_cnt_max,valid_per_lead_shift_n,valid_per_lead_shift_min,valid_per_lead_shift_p25,valid_per_lead_shift_median,valid_per_lead_shift_p75,valid_per_lead_shift_max,reward_n,reward_min,reward_p25,reward_median,reward_p75,reward_max,participants_lead_n,participants_lead_min,participants_lead_p25,participants_lead_median,participants_lead_p75,participants_lead_max,coolingoff_rate_n,coolingoff_rate_min,coolingoff_rate_p25,coolingoff_rate_median,coolingoff_rate_p75,coolingoff_rate_max,same_day_rate_lead,gross_rate_lead,coolingoff_rate_lead,valid_rate_lead,valid_rate_all,cancel_rate_shift,jiai_rate_shift,total_reward_yen,valid_per_shift_all,valid_per_lead_shift,valid_per_100_lead_shift,participants_per_lead_shift,reward_per_valid_yen,valid_per_reward_1man_yen,first_month_revenue_per_reward,entrance_fee_per_reward,weighted_vcv_achievement,subsidy_valid_rate_lead,difficulty456_valid_rate_lead,utm_other_valid_rate_lead,shifts_per_active_planner,valid_per_active_planner,reward_per_active_planner
2026-03,SE,15,15,15,15,876.0,876.0,0.0,872.0,864.0,858.0,798.0,1.0,4.0,1.0,6.0,441.0,860.0,802.0,4.0,768.0,34.0,58.0,0.0,280.0,49.0,329.0,67.0,262.0,217.0,45.0,15.0,22.0,17.0,5.0,351.0,279.0,72.0,265.3,242.57032114019148,240.26654602197584,0.0,0.0,0.0,0.0,1069200.0,0.0,0.0,0.0,38600620.0,70662140.0,109262760.0,585.0,222.0,708.0,202.0,639.0,242.0,15,0.17307692307692307,0.2583333333333333,0.32727272727272727,0.4114420062695925,0.4489795918367347,15,48.0,54.5,58.0,62.0,62.0,15,9.0,15.0,18.0,22.0,24.0,15,0.17307692307692307,0.2583333333333333,0.32727272727272727,0.41363636363636364,0.4489795918367347,15,0.0,0.0,0.0,0.0,0.0,15,44.0,50.0,55.0,57.0,61.0,15,0.08333333333333333,0.1455026455026455,0.19047619047619047,0.22938530734632684,0.45,0.3491271820448878,0.4102244389027431,0.20364741641337386,0.3266832917705736,0.3244186046511628,0.005707762557077625,0.0045662100456621,0.0,0.30324074074074076,0.3283208020050125,32.83208020050125,1.005012531328321,0.0,,,,1.0937034619609218,0.37948717948717947,0.2853107344632768,0.37871674491392804,57.6,17.466666666666665,0.0
2026-03,その他,22,22,20,3,358.0,358.0,0.0,357.0,251.0,102.0,175.0,4.0,1.0,0.0,102.0,153.0,230.0,210.0,0.0,204.0,6.0,19.0,0.0,78.0,15.0,93.0,17.0,76.0,62.0,14.0,7.0,12.0,8.0,4.0,105.0,84.0,21.0,77.8,65.126116125892,63.80558048025806,0.0,0.0,0.0,0.0,326300.0,0.0,0.0,0.0,11023160.0,17497840.0,28521000.0,142.0,58.0,178.0,58.0,197.0,75.0,20,0.0,0.0,0.25,0.43873626373626373,1.0,20,1.0,2.0,4.0,17.5,36.0,20,0.0,0.0,1.0,4.5,17.0,20,0.0,0.0,0.25,0.5059523809523809,1.0,20,0.0,0.0,0.0,0.0,0.0,20,1.0,1.75,4.0,20.0,35.0,16,0.0,0.0,0.041666666666666664,0.25,1.0,0.37142857142857144,0.44285714285714284,0.1827956989247312,0.3619047619047619,0.3652173913043478,0.002793296089385475,0.002793296089385475,0.0,0.30278884462151395,0.4342857142857143,43.42857142857143,1.2,0.0,,,,1.1946052463747225,0.4084507042253521,0.3258426966292135,0.38071065989847713,11.409090909090908,3.4545454545454546,0.0
2026-04,CP,84,84,80,1,1686.0,1686.0,0.0,1593.0,1335.0,1022.0,720.0,233.0,93.0,21.0,4.0,646.0,1083.0,722.0,155.0,521.0,201.0,186.0,173.0,202.0,24.0,226.0,52.0,174.0,156.0,18.0,9.0,77.0,60.0,17.0,314.0,244.0,70.0,173.99999999999997,181.29956247390788,181.63391331912558,4541000.0,2555000.0,1636500.0,349500.0,940200.0,940200.0,655500.0,238200.0,25230720.0,36573400.0,61804120.0,434.0,121.0,640.0,127.0,506.0,158.0,80,0.0,0.0,0.16666666666666666,0.4,1.0,80,1.0,9.0,11.0,21.0,64.0,80,0.0,0.0,1.0,3.0,15.0,80,0.0,0.0,0.16666666666666666,0.4,1.0,80,5500.0,29150.0,43600.0,76100.0,365700.0,80,1.0,5.0,7.0,10.0,52.0,63,0.0,0.0,0.0,0.3333333333333333,1.0,0.27977839335180055,0.31301939058171746,0.23008849557522124,0.2409972299168975,0.22530009233610343,0.06761565836298933,0.05516014234875445,5481200.0,0.1303370786516854,0.24166666666666667,24.166666666666668,1.0027777777777778,31501.149425287356,0.3174487338539006,11.275654966065826,4.603137998978326,0.9597375615566726,0.27880184331797236,0.1984375,0.31225296442687744,15.892857142857142,2.0714285714285716,65252.380952380954
2026-04,EP,15,15,15,10,842.0,842.0,0.0,833.0,778.0,596.0,563.0,44.0,9.0,6.0,5.0,441.0,600.0,565.0,176.0,519.0,46.0,35.0,0.0,225.0,25.0,250.0,48.0,202.0,178.0,24.0,14.0,16.0,10.0,6.0,266.0,212.0,54.0,200.20000000000002,170.30024557868015,171.7333542094566,2723000.0,2384000.0,273000.0,66000.0,820700.0,820700.0,778300.0,42400.0,29939720.0,56282580.0,86222300.0,435.0,176.0,518.0,173.0,476.0,191.0,15,0.23529411764705882,0.3003337041156841,0.34375,0.37412587412587417,0.5714285714285714,15,18.0,35.5,56.0,60.0,89.0,15,4.0,9.5,12.0,16.5,26.0,15,0.23529411764705882,0.30517241379310345,0.34375,0.3774928774928775,0.5714285714285714,15,87700.0,173350.0,226600.0,297050.0,395300.0,15,17.0,29.0,32.0,47.0,61.0,15,0.0,0.1464285714285714,0.16666666666666666,0.2403846153846154,0.29411764705882354,0.39823008849557523,0.4424778761061947,0.192,0.35752212389380533,0.35333333333333333,0.017814726840855107,0.010688836104513063,3543700.0,0.2596401028277635,0.35879218472468916,35.879218472468914,1.0035523978685612,17543.069306930694,0.5700256793746649,24.331151056805034,8.448717442221406,1.1755708238688707,0.4045977011494253,0.333976833976834,0.4012605042016807,51.86666666666667,13.466666666666667,236246.66666666666
2026-04,SE,15,15,15,15,810.0,810.0,0.0,809.0,804.0,802.0,763.0,0.0,1.0,2.0,3.0,396.0,803.0,766.0,2.0,746.0,20.0,37.0,0.0,290.0,62.0,352.0,65.0,287.0,234.0,53.0,11.0,15.0,14.0,1.0,367.0,301.0,66.0,288.2,238.39036975300647,237.23525736129614,0.0,0.0,0.0,0.0,1186200.0,0.0,0.0,0.0,42440340.0,80770820.0,123211160.0,604.0,254.0,716.0,250.0,660.0,267.0,15,0.2830188679245283,0.33327285921625543,0.36,0.40192307692307694,0.5434782608695652,15,44.0,52.0,55.0,56.0,57.0,15,14.0,17.0,19.0,21.0,25.0,15,0.28846153846153844,0.33647798742138363,0.36,0.4056267806267806,0.5434782608695652,15,0.0,0.0,0.0,0.0,0.0,15,40.0,50.0,52.0,53.0,55.0,15,0.08,0.1225,0.16,0.2222222222222222,0.4,0.3785900783289817,0.4595300261096606,0.1846590909090909,0.37467362924281983,0.37484433374844334,0.003703703703703704,0.0012345679012345679,0.0,0.35696517412935325,0.3761467889908257,37.61467889908257,1.0039318479685453,0.0,,,,1.2089414530402411,0.4205298013245033,0.34916201117318435,0.40454545454545454,53.6,19.133333333333333,0.0
2026-04,その他,21,21,18,5,315.0,315.0,0.0,315.0,235.0,72.0,166.0,0.0,0.0,0.0,80.0,116.0,235.0,222.0,0.0,213.0,9.0,13.0,0.0,86.0,11.0,97.0,18.0,79.0,70.0,9.0,2.0,6.0,6.0,0.0,103.0,85.0,18.0,79.6,67.05727050175668,66.70510729199052,0.0,0.0,0.0,0.0,323600.0,0.0,0.0,0.0,11536340.0,19109060.0,30645400.0,150.0,62.0,197.0,62.0,218.0,79.0,18,0.0,0.2548076923076923,0.36666666666666664,0.546875,1.0,18,1.0,2.25,4.5,23.0,30.0,18,0.0,1.0,1.5,7.75,18.0,18,0.0,0.33695652173913043,0.4891304347826087,0.5770676691729324,1.0,18,0.0,0.0,0.0,0.0,0.0,18,1.0,2.25,3.5,29.0,35.0,18,0.0,0.0,0.05,0.25,1.0,0.38738738738738737,0.4369369369369369,0.18556701030927836,0.35585585585585583,0.3617021276595745,0.0,0.0,0.0,0.33617021276595743,0.4759036144578313,47.59036144578313,1.3373493975903614,0.0,,,,1.1870450348544195,0.41333333333333333,0.3147208121827411,0.3623853211009174,11.19047619047619,3.761904761904762,0.0
2026-05,CP,77,77,76,5,1659.0,1659.0,0.0,1582.0,1453.0,1144.0,881.0,121.0,77.0,4.0,4.0,826.0,1313.0,890.0,149.0,762.0,128.0,123.0,298.0,265.0,30.0,295.0,56.0,239.0,212.0,27.0,19.0,49.0,38.0,11.0,360.0,290.0,70.0,241.10000000000002,249.43769396729763,249.65064717642963,4740000.0,2860000.0,1698500.0,181500.0,1070800.0,1070800.0,853500.0,156600.0,34835960.0,54078900.0,88914860.0,544.0,174.0,762.0,151.0,709.0,229.0,76,0.0,0.16666666666666666,0.25,0.375,1.0,76,3.0,10.0,14.0,25.25,68.0,76,0.0,1.0,2.0,4.0,15.0,76,0.0,0.16666666666666666,0.25,0.375,1.0,76,15500.0,35425.0,47300.0,88375.0,361500.0,76,1.0,7.0,9.0,16.0,49.0,72,0.0,0.0,0.0,0.3333333333333333,1.0,0.29775280898876405,0.33146067415730335,0.18983050847457628,0.26853932584269663,0.22086824067022087,0.048824593128390596,0.046413502109704644,5810800.0,0.16448726772195457,0.27128263337116915,27.128263337116916,1.0102156640181612,24312.970711297072,0.411303090796448,15.301655537963791,5.995036827975494,0.9665740416587129,0.31985294117647056,0.19816272965879264,0.3229901269393512,18.87012987012987,3.103896103896104,75464.93506493507
2026-05,EP,16,16,16,10,860.0,860.0,0.0,853.0,824.0,612.0,580.0,22.0,7.0,7.0,0.0,509.0,616.0,580.0,203.0,533.0,47.0,30.0,6.0,267.0,29.0,296.0,69.0,227.0,202.0,25.0,6.0,18.0,14.0,4.0,314.0,241.0,73.0,224.3,188.07703914643497,189.38883667142363,2824500.0,2448000.0,343500.0,33000.0,935900.0,935900.0,882200.0,53700.0,33417120.0,57499340.0,90916460.0,460.0,192.0,524.0,185.0,518.0,218.0,16,0.0,0.3292682926829268,0.37986270022883295,0.4426406926406926,0.625,16,3.0,34.0,49.5,67.5,110.0,16,0.0,9.75,15.0,20.0,23.0,16,0.0,0.3292682926829268,0.37986270022883295,0.4426406926406926,0.625,16,12000.0,190850.0,230400.0,316075.0,414100.0,16,2.0,25.75,34.0,44.75,69.0,15,0.0625,0.19696969696969696,0.23809523809523808,0.26136363636363635,0.36363636363636365,0.4603448275862069,0.5103448275862069,0.23310810810810811,0.3913793103448276,0.3912337662337662,0.01627906976744186,0.00813953488372093,3760400.0,0.27548543689320387,0.3913793103448276,39.13793103448276,1.0,16565.638766519824,0.6036591851930646,24.177337517285395,8.886586533347517,1.1925964010171501,0.41739130434782606,0.3530534351145038,0.42084942084942084,51.5,14.1875,235025.0
2026-05,SE,15,15,15,15,767.0,767.0,0.0,764.0,762.0,761.0,724.0,0.0,3.0,2.0,0.0,439.0,761.0,726.0,1.0,715.0,11.0,35.0,0.0,287.0,56.0,343.0,64.0,279.0,228.0,51.0,8.0,11.0,9.0,2.0,354.0,288.0,66.0,279.9,233.15248441176325,231.55222051964904,0.0,0.0,0.0,0.0,1136200.0,0.0,0.0,0.0,41324800.0,77707840.0,119032640.0,588.0,245.0,674.0,247.0,641.0,258.0,15,0.2708333333333333,0.29772727272727273,0.39215686274509803,0.4703525641025641,0.5652173913043478,15,46.0,49.0,52.0,53.0,54.0,15,13.0,14.5,18.0,23.0,26.0,15,0.28,0.29772727272727273,0.39215686274509803,0.4703525641025641,0.5652173913043478,15,0.0,0.0,0.0,0.0,0.0,15,39.0,47.0,49.0,50.5,53.0,15,0.08,0.12916666666666665,0.16666666666666666,0.2170846394984326,0.391304347826087,0.3953168044077135,0.4724517906336088,0.18658892128279883,0.384297520661157,0.37844940867279897,0.00651890482398957,0.003911342894393742,0.0,0.3661417322834646,0.38535911602209943,38.53591160220994,1.0027624309392265,0.0,,,,1.2005018977437847,0.4166666666666667,0.3664688427299703,0.40249609984399376,50.8,18.6,0.0
2026-05,その他,26,25,21,4,372.0,372.0,0.0,372.0,299.0,105.0,217.0,1.0,0.0,0.0,72.0,182.0,279.0,276.0,10.0,272.0,4.0,2.0,0.0,108.0,11.0,119.0,26.0,93.0,83.0,10.0,1.0,0.0,0.0,0.0,119.0,93.0,26.0,92.7,77.15428933259734,77.2298024905909,0.0,0.0,0.0,0.0,380300.0,0.0,0.0,0.0,13456320.0,21357800.0,34814120.0,180.0,66.0,261.0,86.0,266.0,92.0,21,0.0,0.0,0.2413793103448276,0.4594594594594595,1.0,21,1.0,3.0,5.0,26.0,43.0,21,0.0,0.0,2.0,7.0,17.0,21,0.0,0.0,0.32,0.5,1.0,21,0.0,0.0,0.0,0.0,0.0,21,1.0,3.0,4.0,26.0,44.0,14,0.0,0.0,0.1375,0.25,0.4166666666666667,0.391304347826087,0.4311594202898551,0.2184873949579832,0.33695652173913043,0.3333333333333333,0.0,0.0,0.0,0.3110367892976589,0.42857142857142855,42.857142857142854,1.271889400921659,0.0,,,,1.2014886119991084,0.36666666666666664,0.32950191570881227,0.3458646616541353,11.96,3.72,0.0
2026-06,CP,77,77,77,1,1534.0,1534.0,0.0,1521.0,1324.0,1031.0,823.0,166.0,13.0,5.0,26.0,540.0,1134.0,828.0,155.0,701.0,127.0,102.0,201.0,253.0,28.0,281.0,57.0,224.0,200.0,24.0,9.0,38.0,25.0,13.0,326.0,256.0,70.0,220.99999999999997,225.59046475755196,227.233387400379,4461500.0,2577500.0,1635000.0,249000.0,968100.0,968100.0,831300.0,104100.0,32726840.0,52410280.0,85137120.0,497.0,163.0,717.0,158.0,690.0,219.0,77,0.0,0.125,0.25,0.375,1.0,77,2.0,10.0,13.0,21.0,62.0,77,0.0,1.0,2.0,4.0,14.0,77,0.0,0.125,0.25,0.375,1.0,77,2500.0,33000.0,50200.0,80500.0,360600.0,77,1.0,6.0,9.0,16.0,36.0,65,0.0,0.0,0.0,0.3333333333333333,1.0,0.3055555555555556,0.3393719806763285,0.20284697508896798,0.27053140096618356,0.2257495590828924,0.011734028683181226,0.00847457627118644,5429600.0,0.1691842900302115,0.27217496962332927,27.217496962332927,1.006075334143378,24239.285714285714,0.4125534109326654,15.680182702224842,6.027486371003389,0.9796513351639863,0.32796780684104626,0.2203626220362622,0.3173913043478261,17.194805194805195,2.909090909090909,70514.28571428571
2026-06,EP,14,14,14,11,808.0,808.0,0.0,801.0,770.0,583.0,563.0,26.0,7.0,4.0,1.0,408.0,587.0,563.0,178.0,529.0,34.0,15.0,8.0,250.0,24.0,274.0,56.0,218.0,197.0,21.0,10.0,7.0,6.0,1.0,282.0,225.0,57.0,215.59999999999994,193.55844417959455,195.34583537653089,2711000.0,2332000.0,340000.0,39000.0,838400.0,838400.0,808800.0,25900.0,32211420.0,58731280.0,90942700.0,447.0,184.0,494.0,171.0,514.0,212.0,14,0.2222222222222222,0.3501552795031056,0.39473684210526316,0.45718943033630743,0.5416666666666666,14,24.0,34.25,52.5,69.75,111.0,14,9.0,12.25,14.5,16.75,29.0,14,0.2222222222222222,0.3501552795031056,0.39473684210526316,0.45718943033630743,0.5416666666666666,14,155900.0,187325.0,256300.0,284550.0,438800.0,14,24.0,31.0,37.0,46.75,63.0,14,0.04,0.12215909090909091,0.17857142857142855,0.2932692307692308,0.391304347826087,0.44404973357015987,0.4866785079928952,0.20437956204379562,0.3872113676731794,0.3833049403747871,0.013613861386138614,0.008663366336633664,3549400.0,0.2831168831168831,0.3872113676731794,38.72113676731794,1.0,16281.651376146789,0.6141883135177777,25.621992449428074,9.075173268721475,1.113875454588558,0.4116331096196868,0.34615384615384615,0.41245136186770426,55.0,15.571428571428571,253528.57142857142
2026-06,SE,15,15,15,15,919.0,919.0,0.0,918.0,912.0,906.0,863.0,0.0,1.0,2.0,4.0,474.0,911.0,866.0,6.0,856.0,10.0,45.0,0.0,345.0,69.0,414.0,75.0,339.0,278.0,61.0,6.0,18.0,15.0,3.0,432.0,354.0,78.0,342.6,286.27109282859595,283.6084469242487,0.0,0.0,0.0,0.0,1373500.0,0.0,0.0,0.0,50589500.0,97838560.0,148428060.0,705.0,303.0,787.0,287.0,804.0,325.0,15,0.3018867924528302,0.345141065830721,0.36363636363636365,0.45238095238095233,0.5384615384615384,15,54.0,58.0,62.0,63.5,65.0,15,16.0,19.0,21.0,28.0,30.0,15,0.3018867924528302,0.345141065830721,0.36363636363636365,0.45238095238095233,0.5384615384615384,15,0.0,0.0,0.0,0.0,0.0,15,51.0,54.5,58.0,60.5,65.0,15,0.047619047619047616,0.12337662337662338,0.16666666666666666,0.2546153846153846,0.3125,0.39838337182448036,0.4780600461893764,0.18115942028985507,0.39145496535796764,0.3885839736553238,0.003264417845484222,0.001088139281828074,0.0,0.3717105263157895,0.3928157589803013,39.28157589803013,1.0034762456546928,0.0,,,,1.1967677092885198,0.4297872340425532,0.3646759847522236,0.40422885572139305,60.8,22.6,0.0
2026-06,その他,28,28,27,2,488.0,488.0,0.0,473.0,344.0,214.0,261.0,5.0,15.0,1.0,123.0,145.0,326.0,312.0,18.0,306.0,6.0,13.0,0.0,114.0,17.0,131.0,21.0,110.0,95.0,15.0,1.0,10.0,9.0,1.0,142.0,120.0,22.0,111.79999999999998,97.27885633551377,96.60328865603407,0.0,0.0,0.0,0.0,455300.0,0.0,0.0,0.0,16109560.0,26375000.0,42484560.0,210.0,83.0,268.0,88.0,296.0,110.0,27,0.0,0.2204861111111111,0.3333333333333333,0.4760348583877996,1.0,27,1.0,3.0,8.0,16.0,46.0,27,0.0,1.0,3.0,7.0,13.0,27,0.0,0.25396825396825395,0.4444444444444444,0.5208333333333333,1.0,27,0.0,0.0,0.0,0.0,0.0,27,1.0,3.5,9.0,16.0,33.0,23,0.0,0.0,0.13333333333333333,0.2222222222222222,0.5,0.36538461538461536,0.4198717948717949,0.16030534351145037,0.3525641025641026,0.36809815950920244,0.03278688524590164,0.030737704918032786,0.0,0.31976744186046513,0.421455938697318,42.1455938697318,1.1954022988505748,0.0,,,,1.1492733797609929,0.3952380952380952,0.3283582089552239,0.3716216216216216,12.285714285714286,3.9285714285714284,0.0
2026-07,CP,87,85,85,1,1875.0,1875.0,0.0,1867.0,1438.0,1124.0,959.0,372.0,8.0,12.0,45.0,661.0,1186.0,962.0,145.0,843.0,119.0,79.0,135.0,303.0,40.0,343.0,59.0,284.0,248.0,36.0,11.0,29.0,22.0,7.0,375.0,309.0,66.0,281.9,271.9858849211967,274.6905801135487,5038000.0,2810000.0,1670000.0,558000.0,1155000.0,1155000.0,1054800.0,86200.0,41292960.0,64268900.0,105561860.0,596.0,210.0,810.0,192.0,841.0,277.0,85,0.0,0.16666666666666666,0.2857142857142857,0.4,0.75,85,2.0,9.0,12.0,21.0,66.0,85,0.0,1.0,2.0,5.0,19.0,85,0.0,0.16666666666666666,0.3076923076923077,0.4,0.75,85,2500.0,33700.0,47000.0,89500.0,363500.0,85,1.0,6.0,9.0,16.0,55.0,80,0.0,0.0,0.05,0.2976190476190476,1.0,0.31496881496881496,0.35654885654885654,0.17201166180758018,0.29521829521829523,0.260539629005059,0.010666666666666666,0.004266666666666667,6193000.0,0.19749652294853964,0.2961418143899896,29.61418143899896,1.0031282586027113,21806.338028169015,0.4585822703051833,17.045351202971098,6.667682867753916,1.0364508440637488,0.3523489932885906,0.23703703703703705,0.32936979785969084,16.91764705882353,3.3411764705882354,72858.82352941176
2026-07,EP,14,14,14,11,827.0,827.0,0.0,825.0,787.0,602.0,568.0,29.0,2.0,7.0,2.0,435.0,606.0,569.0,176.0,535.0,34.0,36.0,0.0,234.0,29.0,263.0,48.0,215.0,190.0,25.0,8.0,13.0,10.0,3.0,276.0,225.0,51.0,213.8,198.08647197120632,198.47372991339114,2797000.0,2408000.0,345500.0,43500.0,848700.0,848700.0,807100.0,41600.0,31790920.0,56066340.0,87857260.0,440.0,182.0,490.0,166.0,543.0,215.0,14,0.32,0.3387096774193548,0.3693957115009746,0.40139751552795033,0.5483870967741935,14,29.0,33.75,47.5,76.5,102.0,14,8.0,12.0,14.5,17.0,29.0,14,0.32,0.34480723839496463,0.3693957115009746,0.40139751552795033,0.5483870967741935,14,155700.0,196450.0,251650.0,290100.0,449300.0,14,25.0,31.0,40.0,45.0,76.0,14,0.0,0.09318181818181819,0.16904761904761906,0.2887700534759358,0.3225806451612903,0.4112478031634446,0.46221441124780316,0.18250950570342206,0.37785588752196836,0.3712871287128713,0.010882708585247884,0.0024183796856106408,3645700.0,0.2731893265565438,0.3785211267605634,37.852112676056336,1.0017605633802817,16956.74418604651,0.5897358531969169,24.098872644485283,8.7201141070302,1.0793266085887874,0.41363636363636364,0.33877551020408164,0.39594843462246776,56.214285714285715,15.357142857142858,260407.14285714287
2026-07,SE,15,15,15,15,875.0,875.0,0.0,870.0,863.0,852.0,801.0,2.0,5.0,1.0,4.0,463.0,853.0,803.0,9.0,786.0,17.0,50.0,0.0,319.0,52.0,371.0,57.0,314.0,267.0,47.0,6.0,22.0,18.0,4.0,393.0,332.0,61.0,316.40000000000003,269.75855726381974,267.0565014668389,0.0,0.0,0.0,0.0,1297200.0,0.0,0.0,0.0,46516760.0,87836840.0,134353600.0,674.0,278.0,739.0,274.0,765.0,312.0,15,0.2777777777777778,0.31203515889114264,0.37735849056603776,0.42997198879551823,0.5423728813559322,15,47.0,56.0,58.0,60.0,65.0,15,13.0,17.5,20.0,23.0,32.0,15,0.2830188679245283,0.31203515889114264,0.37735849056603776,0.42997198879551823,0.5423728813559322,15,0.0,0.0,0.0,0.0,0.0,15,42.0,52.0,54.0,56.0,59.0,15,0.047619047619047616,0.10912698412698413,0.13333333333333333,0.19785575048732942,0.3333333333333333,0.3972602739726027,0.46201743462017436,0.15363881401617252,0.39103362391033625,0.3892145369284877,0.006857142857142857,0.005714285714285714,0.0,0.3638470451911935,0.3920099875156055,39.20099875156055,1.0024968789013733,0.0,,,,1.1729006976062883,0.4124629080118694,0.37077131258457374,0.40784313725490196,57.53333333333333,20.933333333333334,0.0
2026-07,その他,31,28,25,4,481.0,481.0,0.0,440.0,339.0,203.0,236.0,8.0,41.0,0.0,93.0,130.0,306.0,301.0,38.0,298.0,3.0,5.0,0.0,99.0,14.0,113.0,23.0,90.0,79.0,11.0,0.0,3.0,3.0,0.0,116.0,93.0,23.0,90.60000000000001,88.39172397707719,88.2936199650647,0.0,0.0,0.0,0.0,365400.0,0.0,0.0,0.0,13162640.0,22299780.0,35462420.0,224.0,69.0,278.0,77.0,294.0,89.0,25,0.0,0.2,0.2608695652173913,0.4,1.0,25,1.0,3.0,6.0,20.0,56.0,25,0.0,1.0,2.0,6.0,15.0,25,0.0,0.2,0.375,0.5,1.0,25,0.0,0.0,0.0,0.0,0.0,25,1.0,3.0,5.0,20.0,46.0,22,0.0,0.0,0.10555555555555556,0.38333333333333336,0.5,0.3289036544850498,0.3754152823920266,0.20353982300884957,0.29900332225913623,0.30392156862745096,0.08523908523908524,0.08523908523908524,0.0,0.26548672566371684,0.3813559322033898,38.13559322033898,1.2754237288135593,0.0,,,,1.024982836894272,0.3080357142857143,0.27697841726618705,0.30272108843537415,12.107142857142858,3.2142857142857144,0.0
2026-08,CP,98,98,98,6,2200.0,2200.0,0.0,2193.0,1849.0,1492.0,1293.0,310.0,7.0,11.0,23.0,1015.0,1609.0,1299.0,167.0,1156.0,143.0,104.0,190.0,404.0,46.0,450.0,86.0,364.0,323.0,41.0,0.0,53.0,43.0,10.0,513.0,416.0,97.0,361.6,396.76158689702925,400.40971137282406,5990000.0,3730000.0,1795000.0,465000.0,1552200.0,1552200.0,1351000.0,169700.0,53638560.0,93440620.0,147079180.0,866.0,293.0,1086.0,261.0,1168.0,358.0,98,0.0,0.11458333333333333,0.25,0.3869047619047619,0.625,98,2.0,10.0,15.0,24.75,63.0,98,0.0,1.0,2.5,5.0,17.0,98,0.0,0.11458333333333333,0.25,0.3869047619047619,0.625,98,2500.0,36650.0,55250.0,100500.0,377000.0,98,1.0,7.0,10.0,18.0,41.0,89,0.0,0.0,0.09090909090909091,0.3333333333333333,1.0,0.31100846805234794,0.3464203233256351,0.19111111111111112,0.2802155504234026,0.25854568054692356,0.008181818181818182,0.003181818181818182,7542200.0,0.19686316928069228,0.2815158546017015,28.151585460170146,1.0046403712296983,20720.32967032967,0.48261780382381797,19.500832648298903,7.111792315239585,0.9113785506000744,0.33833718244803695,0.24033149171270718,0.3065068493150685,18.867346938775512,3.7142857142857144,76961.22448979592
2026-08,EP,15,15,15,11,801.0,801.0,0.0,799.0,779.0,600.0,558.0,12.0,2.0,6.0,2.0,462.0,609.0,558.0,171.0,528.0,30.0,43.0,8.0,228.0,19.0,247.0,41.0,206.0,188.0,18.0,0.0,22.0,17.0,5.0,269.0,223.0,46.0,208.40000000000003,196.67561612054706,195.51995232701302,2720500.0,2400000.0,302500.0,18000.0,849300.0,849300.0,778400.0,70900.0,30545640.0,57139560.0,87685200.0,458.0,178.0,491.0,164.0,518.0,202.0,15,0.0,0.3129370629370629,0.3548387096774194,0.38656330749354006,0.5,15,1.0,35.5,48.0,74.0,107.0,15,0.0,11.0,14.0,17.0,29.0,15,0.0,0.3129370629370629,0.3548387096774194,0.38656330749354006,0.5,15,4000.0,199100.0,228100.0,299500.0,433400.0,15,1.0,29.5,41.0,45.5,72.0,14,0.04,0.10096153846153846,0.1834733893557423,0.226010101010101,1.0,0.40860215053763443,0.44265232974910396,0.1659919028340081,0.36917562724014336,0.36617405582922824,0.009987515605493134,0.0024968789013732834,3569800.0,0.2644415917843389,0.36917562724014336,36.91756272401434,1.0,17329.126213592233,0.5770631407922012,24.56305675387977,8.55668104655723,1.059612798529467,0.388646288209607,0.3340122199592668,0.38996138996138996,51.93333333333333,13.733333333333333,237986.66666666666
